example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available,query_source,top1_variants,variants_available
1503209,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,637,902,637,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.9/BN1454.54r.2.txt,,CHIP.393.9,CHIP.393.9,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503210,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1028,902,1028,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.541.6/BN2123.77r.4.txt,,CORL.541.6,CORL.541.6,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503211,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,261,903,261,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.16/D1723.563.2.txt,,CANT.328.16,CANT.328.16,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503212,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,261,903,261,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.16/D1723.563.2.txt,,CANT.328.16,CANT.328.16,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503213,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,601,903,601,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.10/BN1454.54r.3.txt,,CHIP.393.10,CHIP.393.10,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503214,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,254,904,254,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.15/Brn425.35r.3.txt,,CANT.328.15,CANT.328.15,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503215,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,321,904,321,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/Brn425.34v.5.txt,,CANT.328.6,CANT.328.6,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503216,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,321,904,321,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/Brn425.34v.5.txt,,CANT.328.6,CANT.328.6,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503217,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1054,904,1054,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.34v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.3/BN1454.49v.2.txt,,CSAR.347.3,CSAR.347.3,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503218,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,195,905,195,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.4/Brn425.17r.3.txt,,CANC.314.4,CANC.314.4,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503219,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,321,905,321,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/Brn425.34v.5.txt,,CANT.328.6,CANT.328.6,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503220,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,321,905,321,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.6/Brn425.34v.5.txt,,CANT.328.6,CANT.328.6,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503221,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,619,905,619,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.27/BN1454.55r.3.txt,,CHIP.393.27,CHIP.393.27,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503222,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,32,906,32,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.28/WlfH1062.3v.2.txt,,CAGD.506.28,CAGD.506.28,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503223,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1016,906,1016,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.538.26 (23)/WlfH1062.4v.4.txt,,CORL.538.26 (23),CORL.538.26 (23),pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503224,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1016,906,1016,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.538.26 (23)/WlfH1062.4v.4.txt,,CORL.538.26 (23),CORL.538.26 (23),pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503225,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1164,907,1164,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.28/BAV1341.75r.1.txt,,CTOL.633.28,CTOL.633.28,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503226,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1164,907,1164,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.28/BAV1341.75r.1.txt,,CTOL.633.28,CTOL.633.28,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503227,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1164,907,1164,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.35v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.28/BAV1341.75r.1.txt,,CTOL.633.28,CTOL.633.28,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503228,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,29,908,29,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.26/Brn425.53v.1.txt,,CAGD.506.26,CAGD.506.26,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503229,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,60,908,60,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.52/Brn425.64v.5.txt,,CAGD.506.52,CAGD.506.52,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503230,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,60,908,60,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.52/Brn425.64v.5.txt,,CAGD.506.52,CAGD.506.52,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503231,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,969,908,969,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.17/Brn425.37v.2.txt,,CORL.511.17,CORL.511.17,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503232,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,244,909,244,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.12/Hat42.170r.2.txt,,CANT.328.12,CANT.328.12,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503233,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,242,909,242,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.12/C1525.28v.4.txt,,CANT.328.12,CANT.328.12,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503234,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,591,909,591,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.8/Brn425.36r.6.txt,,CGAN.355.8,CGAN.355.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503235,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1237,909,1237,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.638.10/BAV1341.82r.3.txt,,CTOL.638.10,CTOL.638.10,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503236,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1070,910,1070,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.11/BAV1341.62v.4.txt,,CTOL.397.11,CTOL.397.11,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503237,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1070,910,1070,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.11/BAV1341.62v.4.txt,,CTOL.397.11,CTOL.397.11,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503238,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1070,910,1070,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.36v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.11/BAV1341.62v.4.txt,,CTOL.397.11,CTOL.397.11,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503239,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,53,911,53,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.45/Brn425.42v.1.txt,,CAGD.506.45,CAGD.506.45,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503240,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,63,911,63,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.55/Brn425.55v.8.txt,,CAGD.506.55,CAGD.506.55,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503241,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,864,911,864,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.20/Brn425.43v.1.txt,,CNIC.325.20,CNIC.325.20,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503242,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,922,911,922,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORA.441.14/Brn425.45v.1.txt,,CORA.441.14,CORA.441.14,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503243,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,33,912,33,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.31/Brn425.27v.6.txt,,CAGD.506.31,CAGD.506.31,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503244,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,299,912,299,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.24/BAV1341.18r.5.txt,,CANT.328.24,CANT.328.24,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503245,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,299,912,299,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.24/BAV1341.18r.5.txt,,CANT.328.24,CANT.328.24,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503246,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,640,912,640,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.10/Brn425.19v.2.txt,,CLAO.300.10,CLAO.300.10,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503247,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1129,913,1129,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.589.19/BAV1341.70r.2.txt,,CTOL.589.19,CTOL.589.19,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503248,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1129,913,1129,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.589.19/BAV1341.70r.2.txt,,CTOL.589.19,CTOL.589.19,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503249,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1129,913,1129,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.37v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.589.19/BAV1341.70r.2.txt,,CTOL.589.19,CTOL.589.19,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503250,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,302,914,302,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.24/D1723.543.2.txt,,CANT.328.24,CANT.328.24,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503251,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,622,914,622,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.3/BN1454.53v.3.txt,,CHIP.393.3,CHIP.393.3,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503252,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,897,914,897,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.6/KoeD213.12v.1.txt,,CNIC.325.6,CNIC.325.6,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503253,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,953,914,953,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.1/CamCC279.68.1.txt,,CORL.511.1,CORL.511.1,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503254,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,59,915,59,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.51/Brn425.42v.3.txt,,CAGD.506.51,CAGD.506.51,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503255,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1465,915,1465,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.32/BAV1341.7v.2.txt,,Can.apost.32,Can.apost.32,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503256,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1465,915,1465,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.32/BAV1341.7v.2.txt,,Can.apost.32,Can.apost.32,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503257,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1258,916,1258,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.646.4/BAV1341.85r.2.txt,,CTOL.646.4,CTOL.646.4,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","abtt,sif_abtt"
1503258,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,1258,916,1258,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.646.4/BAV1341.85r.2.txt,,CTOL.646.4,CTOL.646.4,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503259,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,1258,916,1258,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.38v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.646.4/BAV1341.85r.2.txt,,CTOL.646.4,CTOL.646.4,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503260,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,29,917,29,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.39r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.26/Brn425.53v.1.txt,,CAGD.506.26,CAGD.506.26,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"abtt,sif_abtt"
1503261,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,22,abtt_optimal,hidden,mean,10,,,,-1,73,917,73,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.39r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.8/D1723.552.10.txt,,CAGD.506.8,CAGD.506.8,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,baseline
1503262,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,23,abtt_optimal,hidden,mean,10,,,,-1,236,917,236,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.39r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.11/Brn425.35r.1.txt,,CANT.328.11,CANT.328.11,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1503263,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,1132,917,1132,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.39r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.589.21/BAV1341.70r.4.txt,,CTOL.589.21,CTOL.589.21,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
1503264,KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,KaLM-mini,decoder,1,abtt_optimal,hidden,mean,10,,,,-1,59,918,59,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Brn425.41r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.51/Brn425.42v.3.txt,,CAGD.506.51,CAGD.506.51,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"abtt,sif_abtt"
