language,sentence_1,sentence_2,similarity,rouge_l,bleu_1
serbian,"U Starom dvoru je priređen prijem za direktore beogradskih osnovnih, srednjih i škola za učenike sa smetnjama u razvoju, povodom školske slave - Sveti Sava.","Prijemu će prisustvovati direktori svih beogradskih osnovnih i srednjih škola i škola za učenike sa smetnjama u razvoju, kao i saradnici i poslovni partneri Sekretarijata za obrazovanje.",2.4,0.3846153846153846,0.44
serbian,"Građani Srbije telefonom mogu dobiti informacije u Kontakt centru Poreske uprave o tome koliko državi duguju za porez, kao i kako da popune poreske prijave.",Kontakt centar Poreske Uprave Srbije napravljen je po modelu centra koji ima Kraljevina Danska i koji je najefikasniji u Evropi.,0.4,0.17777777777777778,0.24
serbian,"Dinar će u ponedeljak biti jači prema evru za 0,19 odsto, tako da će srednji kurs biti 100,5402 dinara za jedan evro, objavila je Narodna banka Srbije (NBS).","Dinar će u ponedeljak ojačati za 0,2 odsto ili 19 para i zvanični srednji kurs će biti 100,5402 dinara za evro, objavila je Narodna banka Srbije.",4.4,0.5925925925925927,0.6071428571428571
serbian,"Bivša glavna tužiteljka Haškog tribunala Karla del Ponte izjavila je da je o trgovini organima na Kosovu progovorila tek kada je shvatila da njenu istragu o tom strašnom zločinu niko neće da nastavi i ocenila da Euleks nije sposoban da vodi tu istragu, već da o njoj treba da odluči Savet bezbednosti UN.",Bivša glavna tužiteljka Haškog tribunala Karla del Ponte izjavila je da misija Euleksa nije sposobna da vodi objektivnu istragu o trgovini ljudskim organima na Kosovu i severu Albanije.,2.6,0.41975308641975306,0.39622641509433965
serbian,"Taj državljanin Srbije, star 33 godine, upravljao je automobilom marke ""mercedes"" švajcarskih registarskih tablica.","Policija je ustanovila da je vozač Mercedesa CLS 55 AMG, švajcarskih registarskih oznaka 33-godišnji državljanin Srbije.",3.6,0.19999999999999998,0.2857142857142857
serbian,Gradonačelnici i predsednici opština predali su vladi peticiju da se lokalnim samoupravama u 2011. godini u punom iznosu vrate transferi iz republičkog budžeta.,"Grupa od tridesetak čelnika lokalnih samouprava juče je na pisarnici Vlade predala peticiju sa 151 potpisom gradonačelnika i predsednika opština, kojom se zahteva da se nivo transfera iz republičkog budžeta ka lokalnim samoupravama za narednu godinu usaglasi sa zakonom.",2.6,0.16129032258064516,0.34782608695652173
serbian,Šef italijanske diplomatije Franko Fratini saopštio je u ponedeljak da je posebni izaslanik srpskog predsednika Borisa Tadića izložio ministrima spoljnih poslova Evropske unije stavove Srbije o rešenju problema Kosova i da je taj stav pomirljiv i da izgleda otvara mogućnost za pregovore Beograda i Prištine.,Italijanski ministar rekao je da je izaslanik predsednika Borisa Tadića izložio ministrima spoljnih poslova EU stavove Srbije o rešenju problema Kosova.,3.0,0.48484848484848486,0.35555555555555557
serbian,"Poverljivi dokumenti o trgovini organima na Kosovu iz 2003, koji su procurili u medije, su autentični dokumenti Unmika, tvrde nekadašnji rukovodioci Misije UN.","Poverljivi dokumenti iz 2003. godine koji su procureli u medije, a u kojima se nalaze novi navodi svedoka o trgovini ljudskim organima na Kosovu i u Albaniji, predstavljaju autentične dokumente Unmika, izjavio je bivši šef Unmikove kancelarije za nestale osobe i forenziku Hoze Pablo Barajbar.",3.0,0.2647058823529412,0.5652173913043478
serbian,"Izmenama Zakona o krivičnom postupku ne može se rešiti problem nasilja na stadionima, niti se tako može razračunati sa huliganima, smatraju pravni stručnjaci.","Poslanici Skupštine Srbije završili su večeras objedinjenu raspravu o izmenama zakona o krivičnom postupku i o putnim ispravama, a rad će nastaviti sutra razmatranjem međunarodnih sporazuma o ukidanju viza.",0.0,0.19230769230769232,0.21739130434782608
serbian,"Tomića, koji je bio i zamenik direktora Elektroprivrede Srbije, u beogradskoj policiji saslušavaju inspektori Odeljenja za privredni kriminal.","Dragan Tomić, bivši direktor ""Kolubare"", a sadašnji zamenik direktora Elektroprivrede Srbije, danas se odazvao pozivu beogradske policije na saslušanje u okviru istrage o malverzacijama otkrivenim u ovom preduzeću, saznaje “Blic”.",2.4,0.20833333333333334,0.2777777777777778
serbian,"Društvu sudija Srbije i Udruženju tužilaca i zamenika tužilaca prosleđen je odgovor Evropske komisije na pitanje postavljeno u Evropskom parlamentu o reizboru sudija i tužilaca u Srbiji, u kojem se napominje da je srpskoj strani skrenuta pažnja o neophodnosti potpune revizije tog postupka.","Društvo sudija Srbije i Udruženje javnih tužilaca potvrdili pisanje ""Novosti"": EK ukazala srpskim zvaničnicima na neophodnost da se sprovede potpuna revizija postupka reizbora, da će ovakav proces u potpunosti podržati i pomno nadzirati.",2.8,0.1842105263157895,0.20930232558139536
serbian,"Ministar prosvete i nauke Žarko Obradović izjavio je danas da će se naredne školske godine o trošku države školovati 3.500 studenata više nego ove godine, i naglasio da je naš obrazovni sistem potpuno usaglašen sa normama Evropske unije.","Naredne školske godine o trošku države školovaće se 3.500 studenata više nego ove godine, rekao ministar prosvete Žarko Obradović.",3.0,0.42105263157894735,0.42105263157894735
serbian,"Razlog za ovaj zahtev je odlaganje saslušanja, takođe na zahtev odbrane bivšeg zamenika načelnika Službe državne bezbednosti Srbije, zakazane za drugu polovinu marta i početak aprila, a na osnovu odluke sudskog veća, navodi se u saopštenju Tribunala dostavljenom Tanjugu.",Odbrana bivšeg pomoćnika načelnika Službe državne bezbednosti Srbije Franka Simatovića podnela je danas zahtev sudskom veću Haškog tribunala u kome se traži privremeno puštanje na slobodu optuženog do 12. aprila.,1.2,0.17391304347826086,0.28205128205128205
serbian,"Skupština Srbije usvojila je večeras Deklaraciju o osudi zločina učinjenih nad pripadnicima srpskog naroda i građanima Srbije, kojom se najoštrije osuđuju zločini u oružanim sukobima u bivšoj Jugoslaviji tokom 90-ih godina i izražava žaljenje i solidarnost sa žrtvama NATO bombardovanja.","Poslanik koalicije Albanaca preševske doline Riza Haljimi ocenio je za Danas da je za njega predložena deklaracija o osudi zločina nad pripadnicima srpskog naroda i građanima Srbije neprihvatljiva, jer u njoj nisu pomenuti zločini nad civilima u opštini Preševo za vreme ratnog stanja.",0.8,0.2891566265060241,0.35
serbian,Neformalni trilateralni sastanak predsednika Hrvatske i Srbije Ive Josipovića i Borisa Tadića i članova tročlanog Predsedništva BiH biće održan u ponedeljak na Brionima u Hrvatskoj.,"Sastanak predsednika Hrvatske, Srbije i članova Predsedništva Bosne i Hercegovine završen je na Brionima.",2.2,0.358974358974359,0.32
serbian,"Nastavićemo sa nizom preventivnih udara na narko-dilerske lokacije, a glavni cilj je udar na organizatore, rekao ministar Dačić.","Ministar policije Ivica Dačić najavio je danas da će policija i u 2010. godini nastaviti sa nizom preventivnih udara na sve lokacije na kojima se okupljaju narko dileri, a da će glavni cilj biti udar na organizatore.",4.0,0.36363636363636365,0.6666666666666666
serbian,"U vreme potpisivanja sporazuma o Južnom toku u Srbiji, što je glavna tema posete ruskog premijera Vladimira Putina Beogradu, rasplamsala se debata stara, moglo bi se sada reći, vekovima - kuda to ide Srbija na Zapad ili Istok.","Poseta premijera Rusije Vladimira Putina Beogradu oživela je staru debatu kuda to ide Srbija, na Zapad ili na Istok, ocenjuje danas Radio Slobodna Evropa u svom komentaru.",3.0,0.2769230769230769,0.2894736842105263
serbian,Mladence je pozdravio i poželeo im srećan zajednički život zamenik gradonačelnika Beograda Milan Krkobabić.,"Nakon ceremonije, mladence je pozdravio zamenik gradonačelnika Milan Krkobabić poželevši im sreću u zajedničkom životu.",4.0,0.4137931034482759,0.5
serbian,"U automobilu državljanina Holandije zaplenjeno seme, 33 stabljike marihuane i oprema za uzgajanje ove droge.","Na graničnom prelazu Horgoš otkriveno u automobilu državljanina Holandije seme, 33 stabljike marihuane i oprema za uzgajanje ove droge.",3.8,0.8235294117647058,0.9333333333333333
serbian,"HRT je podržao svog novinara Gorana Rotima u sporu sa Delegacijom EU u Zagrebu, koja je vršila pritisak na njega zbog razgovora sa Štefanom Fileom.",Programski savet HRT-a podržao svog novinara posle spora oko intervjua sa Štefanom Fileom.,3.0,0.3157894736842105,0.24
serbian,"Očekujem da će Vlada raditi timski, nuditi konkretnija rešenja i brže rešavati probleme ljudi, poručio predsednik Srbije Boris Tadić.","Predsednik Srbije Boris Tadić izjavio je da očekuje da će rekonstruisana Vlada Republike Srbije raditi timski, biti mnogo efikasnija i davati konkretnija rešenja na ekonomske probleme građana Srbije.",3.6,0.3404255319148936,0.631578947368421
serbian,"Tadić smatra da najbogatiji ljudi u Srbiji, kojima pripada i Milan Beko, treba da razmisle na koji način treba da državi i građanima daju deo svog bogatstva.","Predsednik Boris Tadić rekao je juče da najbogatiji ljudi u Srbiji, kojima pripada i Milan Beko, treba da razmisle na koji će način državi i građanima da vrate deo bogatstva.",3.6,0.7719298245614035,0.8518518518518519
serbian,"Šef srpske diplomatije Vuk Jeremić izjavio je da je još 2008. rekao šta misli o operaciji ""Oluja"", ne želeći više da komentariše presudu hrvatskim generalima.","Šef srpske diplomatije Vuk Jeremić izjavio je danas u Beogradu da je još 2008. godine rekao šta misli o operaciji ""Oluja"", ne želeći više da komentariše presudu Haškog tribunala hrvatskom generalu Anti Gotovini.",3.6,0.793103448275862,0.92
serbian,"Šćepan Uščumlić, direktor Zavoda za unapređenje obrazovanja, zabranio je udžbenik istorije za osmi razred istoričara Predraga Simića jer na ""loš način govori o Slobodanu Miloševiću i SFRJ"".","Udžbenik istorije za osmi razred profesora Predraga Simića nije dobio pozitivno mišljenje Zavoda za unapređivanje obrazovanja i vaspitanja, zbog poglavlja koja govore o bivšem predsedniku SRJ i Srbije Slobodanu Miloševiću, izjavio je autor Tanjugu.",2.8,0.29508196721311475,0.48148148148148145
serbian,"Uprava za izvršenje krivičnih sankcija saopštila je da je, oko 17 sati, sprečen pokušaj bekstva jednog osuđenika iz Kazneno-popravnog zavoda u Nišu.","Obezbeđenje Kazneno-popravnog zavoda ""Niš"" sprečilo je juče bekstvo jednog osuđenika, saopštila je Uprava za izvršenje krivičnih sankcija Ministarstva pravde.",4.0,0.24390243902439024,0.45454545454545453
serbian,"Kroz dijalog Beograda i Prištine kosovske vlasti bi trebalo da se obavežu na povratak raseljenih Srba, kaže iz Ministarstva za Kosovu i Metohiju Oliver Ivanović.","Dijalog Beograda i Prištine u Briselu je mesto na kojem bi se kosovsko rukovodstvo moralo obavezati na sprovođenje povratka raseljenih Srba, izjavio je danas državni sekretar u Ministarstvu za Kosovo i Metohiju Oliver Ivanović.",4.2,0.4745762711864407,0.56
serbian,"Liberalno demokratska partija saopštila je u subotu da je predsednica Skupštine Srbije Slavica Đukić Dejanović, na zahtev te stranke, zakazala za utorak sednicu Odbora za saobraćaj o problemima nastalim oštećenjem mosta Gazela.","Na zahtev LDP-a, predsednica Skupštine Srbije zakazala je za utorak sednicu Odbora za saobraćaj, povodom problema nastalih oštećenjem ""Gazele"".",3.8,0.39215686274509803,0.40625
serbian,Ljajić je u izjavi banjalučkoj Alternativnoj televiziji kazao da niko ne raspolaže proverenim saznanjima i činjenicama gde se Mladić nalazi.,Predsednik Nacionalnog saveta za saradnju sa Haškim sudom Rasim Ljajić izjavio je da niko ne raspolaže informacijama gde se nalazi haški optuženik Ratko Mladić.,3.6,0.3636363636363636,0.4
serbian,"Policija je u stanu Jovana Kostića, koji je noćas stradao kada je aktivirao bombu nakon otmice taksija, pronašla veliku količinu oružja, eksploziva i municije.","U Iznajmljenom stanu bombaša Jovana Kostića (25) u Ulici 27. marta 17v u Malom Mokrom Lugu policija je pronašla veliku količinu eksploziva, oružja i municije.",3.0,0.3673469387755102,0.4166666666666667
serbian,Sin poslednjeg haškog begunca Gorana Hadžića Srećko Hadžić za Press kaže da očekuje da će se pritisak na porodicu povećati posle hapšenja Ratka Mladića.,"Sin Gorana Hadžića, Srećko kaže za ""Press"" da porodicu proteklih dana nisu pretresali, ali da to ne znači da neće uskoro.",1.2,0.26666666666666666,0.3333333333333333
serbian,"U toku je koordinirana akcija presecanja kanala krijumčarenja veće količine eksploziva i oružja koja se obavlja u saradnji policija i tužilaštava za organizovani kriminal Srbije i Federacije BiH i Republike Srpske, rekao je večeras Tanjugu direktor srpske policije Milorad Veljović.","Policija u Srbiji i u Bosni i Hercegovini uhapsila je nekoliko ljudi u okviru akcije zaplene oružja i eksploziva, rekao je večeras direktor policije Srbije Milorad Veljović.",2.0,0.3582089552238806,0.4
serbian,"Na sednici skupštinskog Odbora, predsednica Slavica Đukić-Dejanović rekla je da članovi Odbora treba samo da konstatuju da li je taj predlog podnet u skladu sa propisima i od Ustavom predviđenog predlagača, a ne i o samoj sadržini predloga.","Članovi Odbora za ustavna pitanja prihvatili su u utorak da u skupštinsku proceduru uđe Predlog za promenu Ustava koji predviđa smanjenje broja poslanika Skupštine Srbije za polovinu, jer je ta inicijativa predložena u skladu sa Ustavom.",0.2,0.18918918918918917,0.21052631578947367
serbian,"Ranjeni mladić je odmah prebačen u Klinički centar Kragujevac gde je operisan, ali se i dalje nalazi u komi, dok se lekari bore za njegov život.","Iako je odmah prevezen vozilom Hitne pomoći u kragujevački Klinički centar, gde je i operisan, lekari su se i juče borili za njegov život.",3.2,0.48000000000000004,0.5
serbian,"Zbog nedostatka osoblja novi urgentni centar Kliničkog centra Vojvodine, otvoren u junu, još nije počeo da radi.","Najsavremeniji CT skener konačno je stigao u novi Urgentni centar Kliničkog centra Vojvodine, koji će početi da radi 20. avgusta.",0.8,0.37837837837837834,0.47058823529411764
serbian,"Najmanje osmoro civila ubijeno je u protekla 24 sata u sukobima s policijom u dva grada u Tunisu, saopštila je vlada te zemlje, dok sindikati i svedoci tvrde da je u nemirima život izgubilo najmanje 11 ljudi.","Još šest civila je poginulo u sukobima sa policijom u protekla 24 sata u Tunisu, čime se broj žrtava nereda popeo na 14.",2.2,0.26666666666666666,0.2972972972972973
serbian,Crnogorska policija uhapsila je osobu iz Podgorice za kojom je Italija raspisala Interpolovu poternicu zbog sumnje da je umešana u međunarodni šverc kokaina.,"Crnogorska policija je danas, na osnovu međunarodne potjernice Interpolove kancelarije u Rimu, uhapsila tridesetosmogodišnjeg crnogorskog državljanina S.S. iz Podgorice, nastanjenog u Baru, protiv kojeg se u Italiji vodi krivični postupak zbog sumnje da je počinio krivična djela zločinačko udruživanje i trgovina narkoticima.",2.8,0.24615384615384614,0.43478260869565216
serbian,Skupština Srbije razrešila je dosadašnjeg guvernera Narodne banke Srbije Radovana Jelašića i za novog guvernera izabrala profesora Ekonomskog fakulteta u Beogradu i eksperta za finansijska tržišta Dejana Šoškića.,"Skupština Srbije izabrala je Dejana Šoškića za novog guvernera Narodne banke Srbije (NBS), a poslanici su glasali i o prestanku funkcije dosadašnjeg guvernera Radovana Jelašića, javlja RTS.",3.8,0.32727272727272727,0.5357142857142857
